video,duration_sec,stroke_peak_frame,wrist_speed_avg,wrist_speed_max,explosiveness_index,fluidity,mean_visibility,elbow_left_avg,elbow_left_min,elbow_left_max,elbow_left_std,elbow_right_avg,elbow_right_min,elbow_right_max,elbow_right_std,knee_left_avg,knee_left_min,knee_left_max,knee_left_std,knee_right_avg,knee_right_min,knee_right_max,knee_right_std,hip_avg,hip_min,hip_max,hip_std,torso_lean_avg,torso_lean_min,torso_lean_max,torso_lean_std,elbow_symmetry,knee_symmetry,shoulder_width,hip_width,left_eye_x_min,left_eye_x_max,left_eye_x_avg,left_eye_x_std,left_eye_x_norm,left_eye_y_min,left_eye_y_max,left_eye_y_avg,left_eye_y_std,left_eye_y_norm,right_eye_x_min,right_eye_x_max,right_eye_x_avg,right_eye_x_std,right_eye_x_norm,right_eye_y_min,right_eye_y_max,right_eye_y_avg,right_eye_y_std,right_eye_y_norm,left_shoulder_x_min,left_shoulder_x_max,left_shoulder_x_avg,left_shoulder_x_std,left_shoulder_x_norm,left_shoulder_y_min,left_shoulder_y_max,left_shoulder_y_avg,left_shoulder_y_std,left_shoulder_y_norm,right_shoulder_x_min,right_shoulder_x_max,right_shoulder_x_avg,right_shoulder_x_std,right_shoulder_x_norm,right_shoulder_y_min,right_shoulder_y_max,right_shoulder_y_avg,right_shoulder_y_std,right_shoulder_y_norm,left_elbow_x_min,left_elbow_x_max,left_elbow_x_avg,left_elbow_x_std,left_elbow_x_norm,left_elbow_y_min,left_elbow_y_max,left_elbow_y_avg,left_elbow_y_std,left_elbow_y_norm,right_elbow_x_min,right_elbow_x_max,right_elbow_x_avg,right_elbow_x_std,right_elbow_x_norm,right_elbow_y_min,right_elbow_y_max,right_elbow_y_avg,right_elbow_y_std,right_elbow_y_norm,left_wrist_x_min,left_wrist_x_max,left_wrist_x_avg,left_wrist_x_std,left_wrist_x_norm,left_wrist_y_min,left_wrist_y_max,left_wrist_y_avg,left_wrist_y_std,left_wrist_y_norm,right_wrist_x_min,right_wrist_x_max,right_wrist_x_avg,right_wrist_x_std,right_wrist_x_norm,right_wrist_y_min,right_wrist_y_max,right_wrist_y_avg,right_wrist_y_std,right_wrist_y_norm,left_hip_x_min,left_hip_x_max,left_hip_x_avg,left_hip_x_std,left_hip_x_norm,left_hip_y_min,left_hip_y_max,left_hip_y_avg,left_hip_y_std,left_hip_y_norm,right_hip_x_min,right_hip_x_max,right_hip_x_avg,right_hip_x_std,right_hip_x_norm,right_hip_y_min,right_hip_y_max,right_hip_y_avg,right_hip_y_std,right_hip_y_norm,left_knee_x_min,left_knee_x_max,left_knee_x_avg,left_knee_x_std,left_knee_x_norm,left_knee_y_min,left_knee_y_max,left_knee_y_avg,left_knee_y_std,left_knee_y_norm,right_knee_x_min,right_knee_x_max,right_knee_x_avg,right_knee_x_std,right_knee_x_norm,right_knee_y_min,right_knee_y_max,right_knee_y_avg,right_knee_y_std,right_knee_y_norm,left_ankle_x_min,left_ankle_x_max,left_ankle_x_avg,left_ankle_x_std,left_ankle_x_norm,left_ankle_y_min,left_ankle_y_max,left_ankle_y_avg,left_ankle_y_std,left_ankle_y_norm,right_ankle_x_min,right_ankle_x_max,right_ankle_x_avg,right_ankle_x_std,right_ankle_x_norm,right_ankle_y_min,right_ankle_y_max,right_ankle_y_avg,right_ankle_y_std,right_ankle_y_norm,label
p44_smash_s1.csv,2.466666667,40,0.833374072,7.554133284,9.064516807,41.29417925,0.407433927,140.7022182,4.237364563,179.4914374,38.8289048,137.5889404,5.630213171,178.6862204,34.65518438,153.2733356,114.624785,179.8437653,17.85353063,159.1792657,130.344218,179.7492442,15.96691723,165.7138724,152.5234178,178.8913691,7.713942074,64.98272817,-179.8504623,179.8461246,124.1036759,3.113277747,5.905930093,0.125643174,0.064942331,0.33874547,0.4605984,0.407493649,0.034269209,3.243261342,0.29903227,0.3914141,0.330697708,0.023015837,2.632038797,0.3286324,0.43978477,0.395382495,0.034685592,3.146868096,0.30576319,0.39316177,0.332787594,0.023519846,2.648672296,0.372037,0.49688873,0.431614101,0.041644091,3.435237168,0.33044547,0.42758363,0.383456067,0.018605048,3.051945087,0.32252204,0.410987,0.374392408,0.025626224,2.979806995,0.36768612,0.432708,0.393704293,0.016656823,3.133511205,0.37193686,0.5217247,0.461792961,0.047330721,3.675432152,0.22664753,0.525152,0.403766665,0.081147505,3.213598105,0.31833646,0.45078593,0.379879974,0.032762853,3.023482792,0.26864845,0.52536035,0.422229071,0.081355015,3.36054127,0.39190155,0.57780206,0.470527584,0.032485366,3.744951432,0.13041078,0.6316272,0.395949344,0.157454244,3.151379676,0.3480055,0.525098,0.416427533,0.044089966,3.314366557,0.17882918,0.6196259,0.418918509,0.147185083,3.334192351,0.38904905,0.49056304,0.448570798,0.033162367,3.570196328,0.5167377,0.5803268,0.548552544,0.017414696,4.365955808,0.3919048,0.45045412,0.412827277,0.013366424,3.285711946,0.5166359,0.5862192,0.553227196,0.018391121,4.403161581,0.4255707,0.5367919,0.484167161,0.033087945,3.853509477,0.6217408,0.6962177,0.659956721,0.021664827,5.252626948,0.3923235,0.4788714,0.428179312,0.025112515,3.407899521,0.6148653,0.71966064,0.679359281,0.029789634,5.40705285,0.39370033,0.5756385,0.469556648,0.062923333,3.73722371,0.70606965,0.806671,0.754167142,0.028878942,6.002452175,0.35949847,0.43676096,0.407733603,0.023506313,3.245171151,0.7262975,0.8509332,0.797156874,0.04184775,6.344609499,smash
p45_smash_s1.csv,1.566666667,12,0.829517634,4.402996585,5.307899924,42.57402952,0.458201638,92.55776819,0.79610948,179.2026779,62.64880373,116.5583888,0.773984898,179.2472654,62.58266059,161.4086407,133.4713137,179.5899483,13.05671293,163.7604554,144.6123363,178.642978,10.53393805,170.1924142,148.3434068,179.4975615,6.137137465,103.0143108,-179.0508148,179.9649959,114.0926071,24.00062063,2.351814746,0.068807442,0.044490689,0.39432284,0.49962446,0.455075378,0.030565932,6.613752332,0.33540267,0.40057123,0.376892107,0.015298259,5.477490479,0.39086205,0.49913067,0.452171996,0.032163869,6.571556565,0.33358964,0.40147775,0.378347972,0.014203851,5.498649017,0.4294622,0.5096059,0.470469849,0.020360592,6.837484976,0.37213787,0.43269286,0.414008798,0.012873402,6.01691892,0.40299007,0.4832585,0.444358043,0.020891949,6.457993957,0.3880691,0.436096,0.418699773,0.011080177,6.085094324,0.44684762,0.5313872,0.487597111,0.020785046,7.086400815,0.32306847,0.5153231,0.462579355,0.03606078,6.722809969,0.40156505,0.49682134,0.449102799,0.02867569,6.526950968,0.39402995,0.5069778,0.466593966,0.025139516,6.781155563,0.39732105,0.5275066,0.483502976,0.027390312,7.026899471,0.3295965,0.5313559,0.452714007,0.071119828,6.579433781,0.39110023,0.50999177,0.449667536,0.037420965,6.535158467,0.32484448,0.5426779,0.46368927,0.073204782,6.738940702,0.45809162,0.49992847,0.478287002,0.011995823,6.951094091,0.5138283,0.5509075,0.537658056,0.008954255,7.813952136,0.435855,0.47925326,0.458196368,0.009069011,6.659110647,0.51774263,0.5495951,0.538606756,0.008397686,7.82773988,0.4620522,0.50047505,0.488666635,0.007878705,7.101944536,0.5931622,0.6403942,0.627132746,0.010939618,9.114315697,0.42778045,0.50074995,0.466545507,0.017518186,6.780451288,0.59784794,0.6494353,0.633638531,0.010816136,9.208866291,0.44331294,0.499238,0.472463616,0.015996609,6.86646101,0.6801132,0.71305245,0.702303812,0.007961563,10.20680023,0.43532574,0.4934921,0.453736827,0.01244811,6.594298746,0.68033004,0.73266745,0.712198557,0.012617476,10.35060363,smash
p7_smash_s3.csv,2.166666667,31,0.754347978,6.236439652,8.267324674,27.03511257,0.421682684,132.7579913,77.95031096,179.9133538,30.12064998,124.194623,14.27261219,179.778832,36.84490941,172.3430287,160.5043889,179.3022554,5.230155585,170.3887526,126.6902982,179.7768697,9.03119078,159.15068,143.4730571,170.7867147,6.576864031,-90.59587614,-178.2356847,179.7714691,144.2224357,8.563368251,1.954276097,0.107985693,0.065287672,0.44769502,0.6539328,0.551996847,0.05914909,5.111759093,0.17634389,0.2799164,0.218818216,0.022147632,2.026363037,0.42006764,0.62532264,0.52496344,0.059245102,4.8614166,0.16652189,0.27162957,0.215738449,0.02092301,1.997842897,0.48199734,0.62304056,0.569648862,0.046444278,5.275225325,0.24697194,0.33123922,0.292120417,0.021193657,2.705177038,0.35189956,0.5635075,0.468229803,0.060236155,4.336035548,0.22524592,0.33133596,0.281461462,0.021024675,2.606469936,0.48887715,0.63080996,0.566774987,0.044141802,5.248611854,0.28873515,0.44382846,0.386605532,0.031553994,3.58015513,0.33834422,0.57148117,0.451012117,0.06354594,4.176591409,0.20882516,0.4551623,0.382159027,0.042974726,3.538978328,0.4410178,0.6405602,0.549203584,0.052942835,5.085892114,0.25925493,0.48771197,0.424186085,0.038810289,3.928169314,0.36942846,0.6532756,0.499506302,0.063823508,4.625671135,0.11518865,0.50865984,0.419179284,0.064635128,3.8818039,0.4615944,0.5713808,0.5287424,0.036035136,4.896411614,0.45649728,0.5151299,0.483755312,0.018213201,4.47980931,0.38782153,0.50417346,0.457517739,0.040155304,4.236836628,0.45220467,0.5137698,0.48136203,0.019581153,4.457646351,0.48547828,0.5818906,0.546508534,0.030319121,5.060934641,0.5501503,0.65616447,0.597336292,0.036705594,5.531624386,0.36893106,0.48569787,0.430962106,0.041200367,3.990918559,0.5391753,0.6478939,0.593836881,0.033670241,5.499218145,0.4899919,0.5828235,0.553095533,0.027096873,5.121933458,0.6667296,0.78723145,0.71659824,0.046837906,6.636047993,0.35577226,0.4726957,0.421212315,0.044204869,3.900630756,0.5960928,0.7601423,0.688084279,0.043955279,6.371994854,smash
p38_smash_s2.csv,2.566666667,25,0.879411559,3.130334743,3.559578801,30.48742738,0.406914876,132.9167167,4.83436356,178.3341804,39.89691015,140.9488821,6.874097076,178.0350856,42.40286404,159.4984958,126.8945189,179.3952363,14.57196752,171.1053911,157.9209135,179.5805014,5.964838894,172.0385223,160.6712629,179.9667132,4.661780467,101.1858894,-179.7271841,179.7240558,137.6697054,8.03216547,11.60689526,0.092193372,0.05806998,0.48436198,0.53924596,0.510612809,0.014007734,5.538498035,0.23769455,0.36379895,0.307010572,0.027883569,3.330072066,0.45992428,0.52539694,0.494068138,0.01666566,5.359041848,0.23942494,0.36724913,0.309444886,0.027824044,3.356476494,0.4986412,0.56228316,0.546415139,0.011673326,5.926837551,0.26983,0.42354387,0.35959473,0.031082823,3.900440156,0.44838282,0.5302479,0.473021424,0.016695723,5.130753045,0.32343358,0.41024324,0.367806265,0.019693158,3.989508757,0.5053792,0.63345236,0.579968585,0.02482137,6.290783957,0.15772554,0.49833283,0.38331761,0.077251731,4.157756706,0.43271357,0.5428852,0.466223514,0.025134619,5.057017701,0.29348543,0.47709644,0.404599366,0.052346489,4.388594949,0.49485666,0.7004146,0.585448446,0.04081053,6.350222732,0.116665006,0.57141006,0.403145019,0.11784695,4.372819983,0.41185683,0.5738121,0.475523739,0.03311341,5.157895072,0.19938481,0.5627963,0.410684733,0.107343041,4.454601498,0.49405655,0.5790697,0.549377864,0.019211847,5.958973547,0.47805572,0.5507989,0.51324237,0.017593524,5.567020271,0.4780434,0.5203718,0.498840294,0.010630206,5.410804306,0.48241395,0.5522911,0.514592052,0.017911988,5.581659949,0.51234865,0.61637723,0.558767854,0.026391339,6.060824572,0.588483,0.6571226,0.622304685,0.017336664,6.749993761,0.4926128,0.5324161,0.512056121,0.009442157,5.554153301,0.6059161,0.66872823,0.635447074,0.019120863,6.89254619,0.49511743,0.6378006,0.536713568,0.035983372,5.821606882,0.642226,0.7512765,0.705593612,0.022025499,7.653409328,0.48332918,0.53714794,0.511045089,0.013946913,5.543186872,0.7072147,0.7786633,0.735592194,0.020693671,7.978796944,smash
p35_smash_s3.csv,2.233333333,23,0.757051383,8.490864281,11.21570408,41.30194303,0.46153529,132.6015665,29.99058675,178.3318121,32.34157563,142.301863,54.89844365,179.7768651,30.67808776,158.1117266,134.4986842,179.8919345,14.38202675,160.8826153,126.2332318,179.6027158,13.35080815,167.8581728,149.9861484,179.7550227,7.405786991,73.22837756,-179.8518307,179.9104396,150.7018034,9.700296478,2.770888717,0.092385679,0.05676296,0.45333967,0.5234388,0.498119374,0.015062784,5.391737948,0.2788707,0.42745516,0.359290121,0.035311369,3.889023955,0.4671588,0.5032339,0.485567974,0.009417749,5.255879234,0.28190702,0.42902136,0.360773357,0.035401368,3.905078782,0.44467115,0.56337917,0.521002497,0.03193156,5.639429181,0.30851617,0.45500755,0.402375923,0.035889687,4.355392801,0.43558115,0.50136113,0.459795559,0.013788908,4.976913758,0.32956403,0.4606495,0.406550116,0.031085367,4.400575054,0.45289207,0.612301,0.545778778,0.043695229,5.907612319,0.2661131,0.50843215,0.437874145,0.06191076,4.739632244,0.38882443,0.5006262,0.44497054,0.027514417,4.816444958,0.33674404,0.5215299,0.446136028,0.049423079,4.829060419,0.4486793,0.67359746,0.541297842,0.042093171,5.859109823,0.21208183,0.5503746,0.454600643,0.095559495,4.920683003,0.38328668,0.5452697,0.458486161,0.037010061,4.96274058,0.26046956,0.56089324,0.468469936,0.084359706,5.070806851,0.45069456,0.55762994,0.511769791,0.031169923,5.539492637,0.48014793,0.576991,0.540922178,0.024096334,5.855043561,0.44451332,0.5024948,0.474038172,0.017601217,5.131078481,0.47990537,0.5828068,0.541129911,0.023910199,5.857292105,0.4757529,0.5779569,0.524452812,0.029417989,5.676776039,0.5812311,0.6734241,0.639182671,0.024476663,6.918633653,0.4511524,0.5301353,0.486181962,0.017065463,5.262525149,0.59380066,0.67626405,0.646158385,0.020954581,6.994140092,0.4445519,0.6064366,0.503839489,0.047846716,5.453653549,0.6742977,0.78965443,0.725251424,0.030859909,7.850258055,0.4432679,0.5219716,0.478562282,0.028166755,5.180048303,0.7062256,0.7762697,0.737994186,0.018388757,7.988188111,smash
p51_smash_s2.csv,3.2,84,0.595684699,2.25410846,3.78406305,18.32221718,0.331383912,127.8162625,4.20017842,178.2180642,41.22482954,127.756003,1.854909075,179.8390958,44.72281241,150.0115933,131.8305132,179.0711162,9.124848902,163.8354083,141.4159891,179.7297524,10.2193452,174.9466177,162.5862905,179.9904332,4.279065534,65.1030779,-177.782092,179.7505202,146.1331819,0.060259532,13.82381503,0.124614374,0.062729201,0.43397295,0.548087,0.489026623,0.029203047,3.924319549,0.23365615,0.33366692,0.277185843,0.024279274,2.224348879,0.40594453,0.54444695,0.469739661,0.038406008,3.769546374,0.23430103,0.33639285,0.279865418,0.025553546,2.245851818,0.47915238,0.5399531,0.506199177,0.012574667,4.062125112,0.26806885,0.38874337,0.339488811,0.023820863,2.724315022,0.38006443,0.4978137,0.437789424,0.036541895,3.513153507,0.3097158,0.39615256,0.352600658,0.028326589,2.8295344,0.48288047,0.5692203,0.534264775,0.022106964,4.287344699,0.1693432,0.48701796,0.351206567,0.098977126,2.818347159,0.3467922,0.55530125,0.461490814,0.063561859,3.703351385,0.2121012,0.51266587,0.364075643,0.111884238,2.921618365,0.4457099,0.6133457,0.541221549,0.04051535,4.343171116,0.12174447,0.54462105,0.3387288,0.143746966,2.718216122,0.33024848,0.62617064,0.509659542,0.078252274,4.089893696,0.13041428,0.5376196,0.324039024,0.152686525,2.600334246,0.4947579,0.5423111,0.520074256,0.011846412,4.173469236,0.49952346,0.54843485,0.521640213,0.012927705,4.186035664,0.4432093,0.50172937,0.473187337,0.019168738,3.797213132,0.49998373,0.55770963,0.52704252,0.014041831,4.229387859,0.49828205,0.5607564,0.531036364,0.01450984,4.261437486,0.6205196,0.666318,0.648018655,0.011501995,5.200191881,0.4502338,0.524817,0.484438047,0.022590309,3.887497338,0.6447437,0.68357337,0.670923672,0.007304638,5.383999062,0.45745072,0.5851206,0.484877063,0.018542937,3.891020338,0.65333426,0.7833988,0.748291821,0.02458167,6.004859617,0.44213256,0.47902256,0.458441846,0.006741355,3.678884162,0.66836953,0.8130406,0.794928925,0.014032462,6.379111013,smash
p50_smash_s3.csv,3.066666667,25,0.702782813,4.297155869,6.114486278,23.80472674,0.447855177,137.4280481,0.995213178,179.1032164,40.05295226,153.5524983,28.84240013,179.8311448,31.89390477,170.492924,144.3016558,179.8242455,6.622000427,168.2701882,151.1287198,179.7898885,6.484279804,174.0724953,155.1696146,179.7456474,5.23093174,21.0527717,-179.0591557,178.8146318,151.5789762,16.12445024,2.222735851,0.083466869,0.056617093,0.5065887,0.5661208,0.540801839,0.017996762,6.479239517,0.3088572,0.40843928,0.356855272,0.025297568,4.275412203,0.4865697,0.5669791,0.524194358,0.024625795,6.280268588,0.3070951,0.4070867,0.357871805,0.024964296,4.287591081,0.52431303,0.59795284,0.56683761,0.017237165,6.791168918,0.37104452,0.46747524,0.416105183,0.026136758,4.98527363,0.47247455,0.5918427,0.511579316,0.031121851,6.129130262,0.37799296,0.44975826,0.420012677,0.020348136,5.03208854,0.506559,0.6644064,0.593298711,0.040172028,7.10819412,0.28333277,0.5510876,0.444349836,0.087101997,5.323667206,0.46413404,0.6082377,0.518236745,0.043458144,6.208891602,0.2680412,0.53641385,0.447996683,0.087659275,5.367359358,0.49854398,0.7021267,0.593519637,0.060451221,7.110840997,0.18366736,0.6113811,0.434606896,0.154686947,5.20693898,0.4305318,0.6610951,0.530385868,0.06160136,6.354447831,0.1829333,0.623577,0.461103457,0.153731032,5.524389021,0.53393507,0.5923088,0.566176187,0.011243431,6.783244542,0.5256919,0.5948374,0.560236459,0.018966475,6.712081838,0.5076958,0.58705693,0.531747569,0.022665992,6.37076211,0.51958,0.5972203,0.56238044,0.020426614,6.737768456,0.5359671,0.58731884,0.559434497,0.013206941,6.7024737,0.62284076,0.7135192,0.665864976,0.021387892,7.977596145,0.5071378,0.58095825,0.533010257,0.021100409,6.385890113,0.6336309,0.7162165,0.677800135,0.02237524,8.120588914,0.5277709,0.5853438,0.546453748,0.01415873,6.546953912,0.72395194,0.8024656,0.760121651,0.021747068,9.106866667,0.5035025,0.57176507,0.535149716,0.016093126,6.411522555,0.7450758,0.81243503,0.781680571,0.01879854,9.365159804,smash
p18_smash_s2.csv,1.933333333,18,0.492117567,2.65584205,5.396763356,18.57769602,0.507372854,120.5446519,1.121358118,171.3437591,35.25955648,129.2454708,0.17481776,178.1233545,45.62002089,175.9357204,140.3094367,179.9310084,5.4545357,174.105685,134.735336,179.8116796,6.248221889,168.8283687,148.1685557,179.810579,7.341383877,44.90803923,-179.442019,179.6145076,167.2189554,8.7008189,1.830035451,0.11166906,0.068835496,0.3647685,0.5713022,0.484394148,0.064925406,4.337765075,0.32105118,0.47444052,0.36288065,0.048476702,3.249607812,0.35279772,0.5447044,0.464564516,0.061981001,4.16019008,0.32025877,0.48215383,0.365698116,0.051036989,3.274838317,0.45360407,0.61104906,0.53349335,0.044980377,4.777449992,0.36616832,0.48191714,0.415637362,0.030175369,3.722045856,0.3770829,0.5021852,0.450995882,0.036446656,4.038682531,0.38510472,0.49057192,0.422644475,0.031940113,3.784794781,0.4621354,0.6364084,0.567925475,0.042581712,5.085790775,0.3091636,0.5464989,0.46747294,0.058028463,4.186235113,0.37422258,0.47663936,0.434185457,0.024519779,3.888144642,0.38376877,0.58018684,0.479859293,0.052558308,4.297155305,0.42528194,0.63730735,0.550187288,0.053215223,4.926944746,0.23855948,0.6202838,0.50061144,0.108890334,4.482991442,0.33567092,0.51662993,0.442110852,0.041336675,3.959116809,0.34746563,0.62089133,0.514134268,0.084391932,4.604088801,0.5153588,0.58599925,0.542059873,0.015625925,4.85416348,0.5241124,0.6015659,0.560838117,0.021666044,5.022323259,0.47150868,0.5172109,0.487135222,0.011802411,4.362311481,0.5227918,0.61095417,0.564412622,0.023643009,5.05433306,0.50119245,0.59353733,0.557875671,0.017250768,4.995794457,0.64199436,0.71733683,0.678128447,0.025839589,6.072661911,0.46271712,0.49971518,0.481689134,0.010011604,4.31354159,0.6427493,0.7265099,0.688681912,0.024790371,6.167168527,0.5403509,0.61155736,0.575171362,0.023738682,5.150677926,0.7448511,0.8308296,0.781914678,0.032065902,7.002070926,0.45816416,0.56061363,0.475594106,0.013654966,4.258960415,0.75145507,0.8562255,0.814049499,0.032653411,7.28983927,smash
p34_smash_s1.csv,2.166666667,47,0.84333233,2.716847571,3.221562217,28.76142291,0.4149492,111.4089241,3.607837496,176.9314105,47.44712507,109.9072865,12.31761015,178.8129653,50.02668052,164.1624063,117.3396971,179.9822166,17.23530297,163.6808116,133.2678506,179.4563786,13.7587108,171.0207666,158.1557749,179.931028,5.662431644,103.3493009,-178.4746714,179.8695514,136.9000773,1.501637557,0.481594677,0.08574167,0.056447275,0.40169093,0.5005014,0.464844642,0.03297721,5.421455455,0.2475944,0.3456928,0.308479798,0.0201327,3.59778156,0.38863048,0.48215947,0.449796772,0.03226533,5.245953046,0.24982046,0.34682763,0.309198145,0.0199571,3.606159601,0.42686313,0.53958833,0.492537396,0.034502312,5.744434397,0.28732467,0.3907846,0.361687679,0.021401041,4.218341922,0.38165903,0.4510928,0.422653368,0.021157283,4.929381128,0.31252155,0.39175165,0.367014136,0.015874224,4.280464075,0.44788024,0.59480375,0.515687456,0.045999198,6.014432175,0.24512202,0.47089857,0.403478822,0.052019278,4.705749537,0.3377169,0.46104988,0.412212344,0.026774694,4.807608091,0.3011634,0.47174054,0.41511396,0.041069289,4.841449466,0.40496522,0.6118914,0.514084957,0.05511248,5.995742326,0.17271096,0.5101636,0.401957583,0.092158256,4.688007419,0.32987183,0.5053048,0.437619641,0.041863008,5.10393189,0.2195954,0.5477162,0.427940817,0.091341846,4.991048333,0.4396801,0.53238726,0.487192195,0.02479116,5.682093639,0.45350778,0.5397944,0.51925175,0.020607363,6.05600233,0.41835546,0.46771747,0.441361262,0.01375141,5.147570192,0.45488688,0.54538566,0.520308862,0.020657636,6.068331359,0.4342298,0.5340351,0.497900564,0.026235444,5.806984716,0.5613322,0.6539589,0.625555507,0.024129987,7.295816727,0.40486747,0.47012603,0.441440301,0.014169327,5.148492017,0.57653576,0.6611983,0.63141035,0.021484091,7.364101412,0.40123126,0.56678176,0.494257168,0.046623371,5.764491997,0.6380333,0.7580001,0.717663618,0.034126975,8.370068162,0.39252275,0.46480763,0.433729668,0.018847869,5.058563365,0.6772801,0.7802126,0.73622927,0.028047327,8.586598261,smash
p20_smash_s3.csv,2.5,58,0.353459279,1.474391094,4.171318122,11.11169094,0.541979581,134.2984136,27.29054689,178.1730526,40.87324881,138.6995764,57.02878226,179.9429337,28.57681625,160.4334419,136.4045351,173.7866308,10.19086227,169.4260046,132.5595799,179.998057,10.61409848,166.63002,150.5286374,177.0010025,6.852434481,155.469708,-179.613743,179.430136,68.51934829,4.401162866,8.992562726,0.074700894,0.062177056,0.4745381,0.52342975,0.502009151,0.015492882,6.720256239,0.34521446,0.4378105,0.378693335,0.023161968,5.069461868,0.45442706,0.523977,0.48586556,0.018839202,6.504146503,0.3466981,0.44084963,0.378738996,0.022749337,5.070073115,0.4895825,0.5418112,0.518173003,0.013606011,6.936637207,0.3909927,0.45879945,0.430479682,0.016332884,5.762711227,0.4202823,0.47554362,0.45522029,0.012307091,6.093906832,0.41742015,0.47138283,0.441261887,0.015598689,5.907049597,0.47868878,0.5775418,0.542533759,0.02231547,7.262747847,0.37811646,0.54166305,0.494589184,0.032478583,6.620927222,0.41201505,0.4699508,0.446440028,0.014019769,5.976367916,0.4878462,0.5468796,0.513018591,0.017346456,6.867636538,0.4955585,0.59504807,0.546342183,0.024770683,7.313730153,0.36682546,0.59338707,0.526346351,0.064326776,7.046051537,0.42679143,0.5137304,0.473078902,0.019171242,6.332975083,0.4443365,0.6161275,0.557612811,0.037103389,7.464606897,0.4670155,0.5359919,0.514611035,0.015896103,6.888954148,0.5611426,0.6051542,0.583501023,0.012415104,7.811165156,0.45513994,0.48587823,0.467564426,0.007842167,6.259154335,0.5638335,0.6115248,0.586764629,0.012453454,7.854854151,0.47127205,0.560592,0.536557329,0.016682678,7.182743043,0.67085636,0.70577776,0.688005721,0.008038107,9.210140362,0.43883145,0.5421139,0.467526958,0.022993626,6.258652753,0.66511834,0.7246088,0.69315811,0.010955879,9.279113949,0.45447668,0.5377636,0.522820885,0.018258129,6.998857103,0.7775903,0.8044879,0.79107168,0.0053212,10.58985556,0.4437089,0.5230988,0.458977827,0.020357803,6.144207926,0.7624067,0.81281316,0.798600705,0.007264691,10.6906445,smash
